transcript_id,CM_D0_R1,CM_D0_R2,CM_D18_R1,CM_D18_R2,CM_D3_R1,CM_D3_R2
ENST00000533625.5,2,0,4,0,0,0
ENST00000554029.1,14,7,0,0,6,11
MSTRG.11530.2,9,16,0,0,76,73
MSTRG.11530.3,132,165,6,0,222,340
ENST00000554687.1,27,53,0,0,0,8
MSTRG.11531.2,576,2145,0,0,0,102
MSTRG.11531.3,4,389,0,0,0,0
MSTRG.11531.1,1,4182,2,4,203,473
ENST00000687886.1,110,69,0,0,0,0
MSTRG.11531.12,3039,0,0,0,0,0
MSTRG.11532.1,202,445,0,0,9,46
MSTRG.11531.13,37,832,0,0,65,0
ENST00000545328.6,0,0,0,0,0,0
ENST00000555017.5,0,0,0,0,0,0
ENST00000556092.5,0,0,0,0,0,0
ENST00000555425.5,0,0,0,0,0,0
ENST00000557280.5,0,0,0,0,0,0
ENST00000625395.1,0,0,0,0,0,0
ENST00000557437.1,0,0,0,0,8,6
ENST00000557350.1,0,0,3,0,0,5
ENST00000556877.2,0,2,7,6,3,0
ENST00000307712.11,3761,5035,3320,5611,1594,3564
ENST00000554615.1,44,41,129,68,39,179
ENST00000537403.5,9,11,26,12,9,44
ENST00000555363.1,1,1,1,1,1,1
ENST00000553925.1,7,6,27,5,17,11
ENST00000554037.2,1,0,6,3,4,2
ENST00000555682.1,1,1,3,2,1,6
ENST00000548032.6,1,4,15,14,5,19
ENST00000553970.1,2,0,3,0,2,1
MSTRG.11541.1,1,5,9,10,18,8
ENST00000531684.6,0,16,0,3,0,0
ENST00000527381.2,0,0,0,0,0,0
ENST00000524781.1,0,0,0,0,0,0
ENST00000525153.6,6,4,0,0,0,0
ENST00000396249.7,272,235,41,73,12,30
ENST00000250379.13,149,277,0,0,30,77
ENST00000412033.7,80,361,18,77,8,143
ENST00000650481.1,4,243,39,4,23,21
ENST00000308317.12,582,325,175,261,136,347
ENST00000534684.7,2,27,0,0,0,1
ENST00000525430.1,3,7,23,4,13,6
ENST00000524980.1,4,15,6,3,6,11
ENST00000529365.1,25,3,14,14,17,10
ENST00000648024.1,0,58,302,31,24,39
ENST00000557764.5,0,0,0,0,0,0
ENST00000554018.1,0,0,0,0,0,0
ENST00000496515.2,0,10,36,0,15,7
ENST00000469361.5,615,614,258,95,344,329
ENST00000347691.9,291,625,145,177,0,570
ENST00000330149.10,356,901,291,1069,793,864
ENST00000555269.5,15,24,19,40,21,23
ENST00000556765.1,1,2,1,1,0,1
ENST00000604759.1,90,55,41,31,27,25
ENST00000553331.5,0,0,0,0,0,0
ENST00000556537.1,11,10,7,0,22,18
MSTRG.11544.2,270,194,0,0,0,8
ENST00000556530.1,5,3,32,8,29,17
ENST00000216832.9,4619,5073,3473,3284,3560,6025
ENST00000554117.1,3,11,11,18,9,36
ENST00000554902.5,93,36,33,5,8,3
ENST00000557680.1,1,1,0,0,0,1
ENST00000554190.1,0,0,0,4,0,0
ENST00000554932.1,0,0,0,0,0,0
ENST00000298097.8,902,778,639,1157,723,994
ENST00000557148.5,0,0,0,0,0,0
ENST00000553728.1,0,0,0,0,0,0
ENST00000555143.4,0,0,0,0,0,0
ENST00000640607.2,0,0,37,0,0,0
ENST00000280082.4,0,0,0,0,0,0
ENST00000555716.5,0,1,0,0,0,0
ENST00000341749.7,0,0,0,204,0,0
ENST00000557038.5,0,0,0,0,0,0
ENST00000396165.8,0,0,92,228,0,0
ENST00000553520.1,0,0,0,0,0,0
ENST00000556990.1,0,0,0,1,0,0
ENST00000556148.5,0,7,0,0,5,14
ENST00000554392.5,2,1,0,2,0,0
ENST00000605298.1,17,26,21,14,14,24
MSTRG.11550.11,125,7,0,0,257,0
ENST00000396158.6,137,2,83,2,0,152
ENST00000280083.7,159,1059,263,90,280,352
ENST00000341502.9,23,17,24,0,38,4
MSTRG.11550.16,22,55,100,68,37,209
ENST00000348007.7,242,329,35,421,0,132
ENST00000553352.1,139,99,115,33,11,62
ENST00000556593.1,1,1,4,0,1,3
ENST00000553383.1,1,1,4,1,1,1
ENST00000604758.1,2,3,13,2,0,4
ENST00000553667.1,5,9,22,10,15,5
MSTRG.11561.2,0,89,0,43,0,10
MSTRG.11561.3,0,73,0,54,0,9
MSTRG.11545.1,1,1,3,1,21,14
MSTRG.11561.1,30,45,241,21,43,52
MSTRG.11561.4,202,314,798,201,154,817
ENST00000651006.1,53,110,8,15,28,187
ENST00000515218.2,182,245,2359,316,469,457
MSTRG.11548.1,54,101,3,17,14,29
ENST00000557067.1,0,0,0,0,0,0
ENST00000516049.1,0,0,4,0,0,0
ENST00000661475.1,6,19,145,188,7,21
ENST00000687009.1,5,5,41,93,1,22
ENST00000650949.2,0,0,0,0,0,0
ENST00000666503.2,0,6,26,3,0,0
ENST00000665100.1,0,0,0,0,0,0
ENST00000650911.1,0,3,12,11,0,0
ENST00000656325.1,0,0,26,0,0,0
MSTRG.11568.12,0,1,4,0,0,2
ENST00000666800.1,0,11,6,0,0,0
ENST00000657790.1,0,0,2,0,0,0
ENST00000556620.2,0,0,0,0,0,0
ENST00000661572.1,0,0,0,0,0,0
ENST00000554328.5,0,13,0,0,10,0
ENST00000654145.1,0,5,13,0,0,0
ENST00000557197.1,0,0,0,0,0,0
MSTRG.11568.21,0,4,0,1,1,9
MSTRG.11569.1,0,0,24,0,0,0
MSTRG.11570.1,0,0,3,0,22,0
ENST00000553464.2,0,0,4,9,0,0
MSTRG.11571.1,0,0,28,0,25,0
MSTRG.11572.1,0,0,24,0,0,0
MSTRG.11571.4,0,6,4,0,0,33
ENST00000557101.1,0,0,0,0,0,0
ENST00000659455.1,9,4,5,8,8,14
ENST00000652126.1,15,0,48,5,14,0
ENST00000662464.1,2,22,3,0,0,0
ENST00000685977.1,17,15,0,10,3,0
ENST00000651829.1,7,22,59,86,5,6
ENST00000655630.1,6,7,16,0,20,2
ENST00000662828.1,3,10,10,0,0,10
ENST00000663500.1,1,4,10,0,0,0
ENST00000652631.1,13,51,0,30,0,28
MSTRG.11571.3,11,3,7,13,4,0
ENST00000557251.1,0,0,0,0,0,0
ENST00000554042.1,0,0,0,0,0,0
ENST00000553912.1,0,0,2,0,0,0
ENST00000554110.2,0,0,2,0,0,0
ENST00000554987.1,6,7,6,3,6,2
ENST00000553480.1,2,0,0,2,0,0
ENST00000554389.1,0,0,0,3,3,3
ENST00000555741.1,0,0,0,0,0,0
ENST00000557196.1,1,0,0,0,0,0
ENST00000557112.1,0,0,0,0,0,0
ENST00000553841.1,0,13,0,2,0,3
ENST00000325192.8,188,456,115,206,175,341
ENST00000555157.1,4,10,4,0,12,21
ENST00000555826.5,13,33,67,42,87,83
MSTRG.11581.1,2,1,8,6,0,34
ENST00000654351.1,0,0,0,0,0,0
ENST00000553827.1,0,0,0,0,0,0
ENST00000554881.1,0,0,0,0,0,0
ENST00000556286.1,0,0,0,0,0,0
MSTRG.11578.1,0,0,0,16,0,0
MSTRG.11575.1,33,31,9,13,17,21
ENST00000555080.1,5,9,4,3,6,4
ENST00000579157.1,0,0,7,0,0,1
ENST00000556500.1,0,2,0,0,1,0
ENST00000361577.7,0,0,0,231,0,0
ENST00000553817.1,0,0,0,0,0,0
MSTRG.11584.1,0,0,1,7,18,4
ENST00000555874.5,0,0,1,0,0,0
ENST00000557250.1,0,0,0,0,0,0
ENST00000556823.1,0,0,0,0,0,0
ENST00000396128.9,912,1247,715,1519,832,2093
MSTRG.11582.2,6,270,23,29,436,16
ENST00000355081.3,20,2,26,46,29,5
ENST00000556239.5,3,1,8,0,0,0
ENST00000557468.1,2,0,4,0,2,4
ENST00000361462.7,618,760,1317,1225,914,1127
ENST00000557423.5,38,77,8,202,6,12
ENST00000555607.1,47,51,232,79,90,52
ENST00000555945.1,24,23,63,15,39,19
ENST00000556105.1,5,3,8,3,7,1
MSTRG.11585.1,4,2,8,1,17,4
ENST00000555586.1,3,1,5,4,1,1
ENST00000613169.1,0,2,4,0,2,0
ENST00000556389.1,0,0,0,6,0,0
ENST00000553605.1,0,1,4,0,0,0
MSTRG.11586.6,0,0,164,106,0,223
MSTRG.11586.7,0,0,225,143,0,255
ENST00000554439.5,0,0,147,190,0,176
ENST00000554429.5,0,0,0,0,0,0
ENST00000557477.1,0,0,3,0,0,0
ENST00000216330.7,0,0,0,0,3,1
ENST00000355765.11,123,165,0,197,216,198
ENST00000477626.5,135,81,175,0,165,296
MSTRG.11586.3,98,104,400,0,260,641
ENST00000556782.5,2,1,10,12,8,3
MSTRG.11586.8,309,183,147,291,151,212
MSTRG.11586.9,246,311,269,145,211,250
ENST00000424478.5,487,184,154,268,121,174
MSTRG.11586.12,370,0,0,135,0,0
MSTRG.11586.11,263,128,111,239,158,0
MSTRG.11586.13,60,542,0,109,330,227
ENST00000391313.1,3,1,4,1,2,2
MSTRG.11586.14,20,504,91,110,160,0
ENST00000556353.1,1,1,1,4,1,1
ENST00000554081.5,15,0,0,0,0,0
MSTRG.11586.19,56,44,356,56,108,105
ENST00000554785.1,92,33,69,67,18,11
ENST00000556718.1,1,1,1,1,1,1
ENST00000458892.1,1,1,1,0,1,1
ENST00000396062.4,5760,4926,1328,2453,2475,3498
ENST00000557324.5,43,1,32,9,24,8
ENST00000556231.1,148,67,116,70,155,200
ENST00000696641.1,0,0,0,0,0,1
ENST00000556250.6,0,0,0,5,0,0
ENST00000696646.1,0,59,0,0,0,0
ENST00000696647.1,0,121,0,0,0,0
ENST00000696642.1,0,134,0,0,0,0
ENST00000696676.1,0,9,0,0,0,0
ENST00000696677.1,0,5,0,0,0,0
ENST00000696680.1,0,0,0,0,0,0
ENST00000696681.1,0,1,0,0,0,0
ENST00000696648.1,0,14,9,13,0,0
ENST00000696649.1,0,0,0,0,0,0
ENST00000696663.1,0,7,0,0,0,0
ENST00000696664.1,0,0,4,2,51,7
ENST00000696683.1,0,87,0,0,0,0
ENST00000696684.1,0,0,0,0,0,0
ENST00000696685.1,0,0,7,3,0,0
ENST00000696659.1,0,23,77,2,12,3
ENST00000555013.1,0,0,0,0,0,0
ENST00000555484.2,0,0,0,0,0,0
ENST00000557110.2,0,0,0,0,0,0
ENST00000696665.1,0,0,0,0,0,0
ENST00000267430.10,357,222,0,9,0,322
ENST00000556036.6,15,15,12,4,15,20
MSTRG.11595.6,157,71,441,28,17,224
ENST00000542564.6,218,256,0,0,0,387
ENST00000696675.1,3,0,0,7,19,2
ENST00000696656.1,8,3,5,0,56,4
ENST00000554030.2,37,51,104,130,36,85
ENST00000696657.1,1,0,0,0,0,0
ENST00000696662.1,5,18,0,0,0,21
ENST00000696679.1,1,0,0,0,0,0
ENST00000696678.1,1,2,0,0,0,6
ENST00000696650.1,85,195,44,5,261,50
ENST00000696643.1,4,7,0,0,0,3
ENST00000696658.1,41,18,95,0,111,12
ENST00000696682.1,7,23,3,0,5,23
MSTRG.11595.27,3,0,1,515,0,5
ENST00000554809.6,4,8,0,4,0,6
ENST00000696686.1,18,20,31,7,60,7
ENST00000696644.1,2,2,1,3,12,1
ENST00000696645.1,3,10,3,5,19,1
ENST00000696651.1,23,30,93,44,59,38
ENST00000553551.2,32,39,65,39,65,72
ENST00000555084.1,35,21,5,16,20,9
ENST00000546784.2,0,0,4,7,1,0
ENST00000453142.3,0,0,0,0,0,0
ENST00000627697.1,0,0,0,0,0,0
ENST00000494512.1,0,0,0,1,0,0
ENST00000310806.9,479,409,687,1126,596,1243
MSTRG.11592.2,3752,4114,710,719,1193,2893
MSTRG.11592.3,363,408,0,0,449,819
MSTRG.11592.4,303,0,0,0,385,577
ENST00000470424.1,4,5,5,10,9,14
ENST00000496413.1,2,1,5,1,10,6
ENST00000469020.5,5,8,8,2,3,2
ENST00000554093.1,3,0,0,5,1,1
ENST00000454990.5,2,2,2,0,3,7
ENST00000555653.1,1,1,8,3,1,2
ENST00000492652.1,8,3,17,0,16,19
ENST00000451174.1,1,1,0,0,1,1
MSTRG.11590.1,7,23,0,0,0,5
MSTRG.11596.2,0,8,8,23,14,6
ENST00000582739.1,0,0,1,0,0,0
ENST00000555985.6,0,0,0,304,161,175
ENST00000553747.5,0,0,0,0,0,0
MSTRG.11596.8,0,0,1,34,13,0
MSTRG.11596.1,11,0,0,2,21,0
ENST00000557749.5,2,13,33,7,0,7
ENST00000556923.1,1,0,0,0,0,0
MSTRG.11596.7,22,12,201,64,47,50
MSTRG.11613.1,14,27,1,1,0,2
ENST00000693582.1,0,77,0,0,276,67
MSTRG.11598.2,0,18,0,0,1457,794
ENST00000670345.1,0,1,0,0,7,9
MSTRG.11599.1,9,61,0,4,1178,387
ENST00000554200.1,2,0,0,0,0,0
ENST00000357362.7,0,0,0,0,0,0
ENST00000557238.5,0,0,1,0,6,0
ENST00000557516.1,0,0,0,0,0,0
ENST00000555521.1,0,0,0,0,0,1
ENST00000515926.1,0,0,1,0,0,0
ENST00000556557.1,0,0,2,0,0,0
ENST00000554762.5,0,0,0,0,0,0
ENST00000482848.7,0,0,0,0,5,0
ENST00000486952.2,0,0,0,0,0,0
ENST00000472499.2,0,0,0,0,0,0
ENST00000497800.1,0,0,2,0,0,0
MSTRG.11608.1,0,0,0,0,19,0
MSTRG.11609.1,0,0,0,0,14,0
MSTRG.11610.1,0,0,1,0,16,0
MSTRG.11611.1,0,0,3,0,14,0
MSTRG.11612.1,0,0,1,0,22,0
ENST00000399232.8,23,63,73,28,399,87
MSTRG.11603.1,109,187,0,0,0,0
MSTRG.11603.2,45,8,2,0,1,35
MSTRG.11604.1,11,13,3,0,0,1
MSTRG.11605.1,306,456,2,2,3,39
ENST00000488281.1,3,3,2,0,0,2
ENST00000476352.5,0,0,42,0,9,1076
ENST00000706703.1,0,0,0,8,0,0
ENST00000706705.1,0,0,35,0,0,4
ENST00000706706.1,0,0,0,0,0,0
ENST00000382043.8,0,15,0,259,6,0
ENST00000324330.13,0,23,0,0,0,0
ENST00000485005.2,0,0,0,0,0,0
ENST00000673819.1,0,0,0,0,0,0
ENST00000453401.6,0,3,0,0,0,0
ENST00000486950.5,0,4,5,0,4,2
ENST00000486200.1,0,0,4,0,3,0
ENST00000673852.1,0,0,0,0,0,0
ENST00000496749.1,0,1,1,0,0,0
ENST00000555966.1,0,0,5,0,0,0
ENST00000649104.1,0,0,0,4,0,0
ENST00000530997.7,1017,1889,1046,1476,669,21
ENST00000706704.1,4,3,18,5,0,0
ENST00000673657.1,2,4,66,0,0,0
ENST00000674030.1,1,4,51,0,0,1
ENST00000555984.1,3,15,22,9,1,8
ENST00000602615.1,2,0,11,0,5,0
ENST00000389869.7,29,22,373,472,0,0
ENST00000382041.7,497,107,139,0,0,20
ENST00000453196.6,15,19,0,0,57,72
ENST00000706707.1,25,47,120,61,21,32
ENST00000706708.1,10,7,43,18,2,4
ENST00000706709.1,22,23,86,19,5,41
ENST00000692402.1,1,1,1,3,0,2
ENST00000480476.1,4,3,7,1,2,1
ENST00000706710.1,12,19,57,42,2,12
ENST00000706711.1,11,7,40,9,3,3
ENST00000474937.1,9,3,2,1,2,1
ENST00000674061.1,10,5,2,0,0,7
ENST00000706712.1,41,67,94,19,4,27
ENST00000463419.1,6,1,7,0,0,1
ENST00000557152.1,0,0,0,0,0,0
ENST00000532462.5,0,0,0,413,0,0
ENST00000337334.7,0,9,0,0,0,0
ENST00000353130.5,0,0,0,0,0,0
ENST00000382029.7,0,0,0,0,0,0
ENST00000557345.5,0,0,0,0,0,0
ENST00000554241.5,0,0,0,0,0,0
ENST00000555292.1,0,0,0,0,0,0
ENST00000556857.5,0,0,0,0,0,0
MSTRG.11671.10,0,173,0,0,0,0
ENST00000554566.5,0,2,0,0,0,0
ENST00000553715.1,0,5,0,0,0,6
ENST00000544180.6,0,154,0,0,0,297
ENST00000557343.1,0,3,5,0,0,0
MSTRG.11671.5,27,108,4,16,6,10
MSTRG.11671.7,93,164,8,9,26,115
MSTRG.11670.2,20,1540,0,0,0,847
ENST00000216392.8,1516,5343,603,1145,771,1645
ENST00000532107.2,4,5,2,4,3,1
ENST00000528757.2,1,1,1,1,1,1
ENST00000553872.1,27,36,21,14,18,34
ENST00000530336.2,96,123,51,10,60,89
ENST00000684578.1,0,0,74,0,46,48
ENST00000338969.9,0,0,0,3,0,0
ENST00000555170.1,0,4,0,0,0,0
ENST00000557456.5,0,0,0,0,0,0
ENST00000555933.1,0,2,0,0,0,0
ENST00000669299.1,0,0,0,0,0,0
ENST00000554475.1,0,0,4,0,0,0
ENST00000298355.7,93,259,1,229,0,5
ENST00000360392.4,85,120,15,112,0,21
MSTRG.11673.1,3,4,7,28,8,1
ENST00000555574.1,52,50,0,48,0,63
ENST00000457354.7,5749,5955,716,1484,915,2301
ENST00000556683.1,74,9,18,38,13,21
ENST00000364506.1,3,1,5,1,4,6
ENST00000364950.1,12,4,2,1,11,3
ENST00000557518.1,0,0,0,0,0,0
ENST00000669155.1,4,0,0,0,0,0
ENST00000556479.6,0,1,0,0,0,0
ENST00000554409.1,0,5,0,0,0,0
ENST00000557295.1,0,0,0,0,0,0
ENST00000665876.1,0,0,4,0,0,0
ENST00000659908.1,0,0,0,0,0,0
ENST00000555649.1,0,3,0,0,0,0
ENST00000555801.1,0,0,0,0,0,0
ENST00000697566.1,0,0,0,0,0,0
ENST00000697567.1,0,0,0,0,0,0
ENST00000697568.1,0,0,0,0,0,0
ENST00000556762.1,0,0,0,0,0,0
ENST00000553886.1,0,0,1,0,1,1
ENST00000556617.5,0,0,0,0,0,0
ENST00000556137.5,0,0,3,0,0,0
ENST00000356218.8,0,0,0,0,0,0
ENST00000516591.1,0,0,0,0,0,0
ENST00000557625.1,0,0,0,0,0,0
ENST00000697569.1,0,0,1,0,0,0
ENST00000555952.5,0,0,0,0,0,0
ENST00000557103.5,0,0,0,0,0,0
ENST00000557001.5,0,0,0,0,0,0
ENST00000557183.1,0,0,0,0,0,0
ENST00000555197.1,0,2,8,6,2,7
ENST00000553556.2,0,4,4,1,1,0
ENST00000384277.1,0,0,0,0,0,0
MSTRG.11687.1,0,0,11,0,24,5
ENST00000554745.1,5,2,10,6,0,3
ENST00000616999.2,2,13,9,15,6,0
MSTRG.11683.1,10,12,4,20,10,3
ENST00000617151.1,28,36,33,23,48,119
ENST00000395718.6,311,637,14,494,436,428
ENST00000344768.10,288,620,307,396,150,936
ENST00000554778.1,3,7,2,12,9,11
ENST00000515947.1,1,0,3,0,0,0
ENST00000555936.5,1,1,6,1,1,2
ENST00000554167.5,22,21,0,15,4,46
ENST00000557405.1,1,1,2,1,1,1
ENST00000554495.5,1,1,2,0,0,2
ENST00000557522.1,52,54,51,19,26,47
MSTRG.11685.1,11,10,18,26,20,10
ENST00000555703.4,1,0,0,0,0,0
ENST00000553432.5,0,0,0,0,0,0
ENST00000556522.5,0,0,0,0,0,0
ENST00000557376.5,0,0,0,0,0,0
ENST00000553560.5,0,0,0,0,0,0
ENST00000554832.5,0,0,0,0,0,0
ENST00000615906.4,0,0,0,0,0,0
ENST00000555472.5,0,0,0,0,360,0
ENST00000554840.5,0,0,0,0,0,0
ENST00000554736.5,0,0,0,0,0,0
ENST00000556471.1,0,0,4,0,0,0
ENST00000554875.1,0,0,0,0,8,0
ENST00000556834.1,0,0,0,0,4,0
ENST00000553603.1,0,0,0,0,0,0
ENST00000553299.5,7,4,0,0,0,6
ENST00000335281.8,570,59,0,0,17,103
ENST00000556766.6,698,910,225,338,158,121
ENST00000557208.1,1,1,0,0,1,0
ENST00000556752.2,166,6,47,114,0,73
ENST00000556760.5,0,0,0,0,0,0
ENST00000557051.1,0,0,7,0,0,0
ENST00000557553.5,97,45,0,13,0,49
ENST00000261700.8,8387,7525,3096,3801,3381,4720
ENST00000553362.1,26,0,0,0,0,0
ENST00000553707.1,17,16,86,31,29,36
ENST00000555319.1,6,11,57,28,4,7
ENST00000553479.1,37,30,90,445,21,24
ENST00000216286.10,131,462,3798,3741,31,143
ENST00000556686.1,1,1,4,3,0,1
ENST00000555310.1,1,1,5,1,0,1
ENST00000556572.1,6,12,82,150,0,0
ENST00000553297.1,5,13,107,31,0,15
ENST00000554284.1,1,2,12,4,0,0
MSTRG.11689.8,8,14,342,59,0,10
ENST00000553372.1,0,0,0,0,0,0
ENST00000306051.3,14,8,4,0,0,0
ENST00000691625.2,0,0,0,0,0,2
ENST00000557436.1,0,0,0,0,0,0
ENST00000245457.6,69,32,0,0,0,22
MSTRG.11692.1,0,4,135,34,2,0
ENST00000554399.1,0,0,0,0,0,0
ENST00000555312.1,0,3,5,0,0,0
ENST00000557374.1,0,0,0,0,0,0
ENST00000542169.6,0,0,2,2,1,0
ENST00000555622.1,0,2,0,0,2,0
MSTRG.11691.1,0,0,4,0,16,0
ENST00000281741.9,1151,1495,211,918,518,1286
ENST00000321662.11,358,157,191,245,375,714
ENST00000555369.1,9,15,43,12,52,65
ENST00000554055.1,0,0,0,0,0,1
ENST00000556039.5,0,0,0,0,0,0
MSTRG.11693.5,0,0,0,96,7,0
ENST00000629528.2,0,0,0,0,0,0
ENST00000554251.5,0,4,0,0,0,0
ENST00000556223.1,0,0,2,2,0,0
ENST00000395686.8,3618,6742,1345,4290,922,5137
ENST00000553714.1,1,1,11,1,1,1
ENST00000554019.5,3,1,3,5,0,4
ENST00000555069.1,6,3,14,3,6,20
ENST00000556358.5,19,11,9,30,12,23
ENST00000556769.1,1,1,11,2,3,2
ENST00000557178.1,5,1,1,9,11,2
ENST00000516615.1,0,0,2,0,0,0
ENST00000556230.2,0,0,0,0,0,0
ENST00000557111.5,0,0,0,0,0,0
ENST00000557519.1,0,0,0,0,0,0
ENST00000517110.1,0,0,0,0,0,4
ENST00000557531.1,0,0,0,0,0,0
ENST00000555043.1,0,0,0,0,0,0
ENST00000554851.5,0,1,3,0,0,4
ENST00000700174.1,0,0,0,0,0,0
ENST00000700175.1,0,0,0,0,0,0
ENST00000700176.1,0,0,0,0,0,2
ENST00000408187.1,0,0,0,0,4,0
ENST00000556392.5,0,0,0,0,0,0
ENST00000553274.1,0,0,0,0,0,0
ENST00000359332.7,0,9,0,0,0,0
ENST00000557128.1,0,0,0,0,0,0
ENST00000557160.1,0,0,5,0,0,0
MSTRG.11629.6,0,0,8,0,0,0
ENST00000554512.1,0,0,10,0,0,0
ENST00000554589.5,0,0,0,0,0,0
ENST00000557247.1,0,0,0,0,0,0
ENST00000553538.5,0,6,28,11,14,35
MSTRG.11639.2,0,0,0,0,274,0
ENST00000556074.5,0,0,0,0,0,6
MSTRG.11639.8,0,77,86,25,89,47
ENST00000555970.5,0,0,0,0,0,0
ENST00000555411.1,0,0,0,0,1,0
ENST00000557380.5,0,0,3,11,17,0
ENST00000556882.1,0,1,1,1,1,3
ENST00000554626.5,0,0,0,0,0,0
ENST00000554162.1,0,0,3,0,0,1
ENST00000659240.1,0,0,0,0,0,0
ENST00000668702.1,0,0,0,0,0,0
ENST00000635177.1,0,0,0,0,0,0
ENST00000634923.1,0,0,0,0,0,0
ENST00000692608.1,0,0,0,0,0,0
ENST00000516120.1,0,0,3,0,0,0
ENST00000611904.1,0,0,0,0,0,0
ENST00000556434.5,0,0,0,0,0,0
ENST00000556913.1,0,2,4,9,7,8
ENST00000556130.1,0,0,0,0,0,0
ENST00000635379.1,0,0,7,9,0,0
ENST00000617521.1,0,0,0,0,0,0
ENST00000700829.1,0,0,0,0,0,0
ENST00000399206.4,0,0,0,0,0,0
ENST00000530176.5,0,0,0,0,0,0
ENST00000658223.1,0,0,0,0,0,0
ENST00000533506.5,0,0,0,0,0,0
ENST00000528300.5,0,2,4,4,11,0
ENST00000686177.2,0,0,0,0,0,0
ENST00000655269.1,0,0,0,0,0,0
ENST00000701890.1,0,0,0,0,0,0
ENST00000701065.1,0,0,0,0,0,0
ENST00000701948.1,0,0,0,0,0,0
ENST00000701026.1,0,3,3,9,0,0
ENST00000603474.2,0,0,0,0,0,0
ENST00000690038.1,0,0,0,0,0,0
ENST00000557142.6,0,4,47,0,0,0
ENST00000603228.3,0,0,0,0,0,0
ENST00000553463.1,0,0,0,0,0,0
ENST00000553914.6,0,0,0,0,0,0
ENST00000554129.1,0,3,4,0,0,6
ENST00000701392.1,0,0,0,0,0,0
ENST00000556019.2,0,0,9,0,0,0
ENST00000494283.1,0,0,0,0,0,0
ENST00000685750.1,0,0,7,0,0,0
ENST00000364488.1,0,0,3,0,0,0
ENST00000623502.1,0,2,0,0,0,0
ENST00000515983.1,0,0,0,0,0,0
ENST00000491402.5,0,16,8,17,10,0
MSTRG.11644.4,0,75,21,54,117,0
MSTRG.11644.6,0,0,6,59,0,25
ENST00000395860.7,0,16,7,15,6,0
ENST00000484763.1,0,13,5,22,18,0
ENST00000543680.5,0,0,51,0,0,0
ENST00000556469.5,0,0,1,0,0,0
ENST00000556452.1,0,0,2,0,2,0
ENST00000261699.8,0,0,0,0,0,0
ENST00000555423.5,0,1,0,0,5,0
ENST00000554191.5,0,0,0,0,0,0
ENST00000577413.3,0,0,1,0,0,1
ENST00000557421.7,0,0,10,0,0,312
ENST00000672910.1,0,0,0,0,0,0
MSTRG.11648.11,0,0,0,0,253,0
MSTRG.11648.12,0,252,0,0,0,0
ENST00000553774.2,0,0,0,0,0,0
ENST00000395834.6,0,79,0,0,0,0
ENST00000555403.1,0,0,0,0,0,0
ENST00000534267.5,0,12,0,1,0,0
ENST00000542671.5,0,0,0,0,0,0
ENST00000528197.5,0,0,0,0,0,0
ENST00000534566.1,0,1,0,0,0,0
ENST00000682126.1,0,0,0,0,0,0
ENST00000013125.9,0,0,0,0,0,0
ENST00000557390.6,0,3,0,0,0,0
ENST00000557124.1,0,32,3,0,0,4
ENST00000554091.5,0,0,0,0,0,0
ENST00000557578.1,0,1,0,0,0,0
ENST00000614375.1,0,0,29,7,1,0
ENST00000556478.3,0,57,0,0,22,0
ENST00000682219.1,0,23,17,0,0,116
ENST00000441560.6,0,0,0,0,0,0
ENST00000555960.5,0,3,0,0,0,0
ENST00000553509.2,0,9,0,0,0,0
ENST00000674478.1,0,0,0,0,0,0
ENST00000682037.1,0,0,0,0,0,0
ENST00000553746.2,0,0,0,1,0,0
ENST00000554886.1,0,0,0,0,0,0
ENST00000358385.12,0,0,0,0,0,0
ENST00000557735.1,0,0,0,0,0,0
ENST00000674503.1,0,0,0,0,0,0
ENST00000553864.1,0,0,0,0,0,0
ENST00000555266.1,0,0,0,0,0,0
ENST00000557458.1,0,0,0,0,0,0
MSTRG.11617.1,5,1061,5,17860,72421,55079
MSTRG.11617.2,26657,92446,41529,75058,1,72968
ENST00000396020.7,2041,6039,2034,4814,763,4933
ENST00000497398.1,38,18,11,1,2,1
ENST00000245458.11,6560,6781,575,3726,2211,8919
ENST00000557367.2,313,861,163,412,653,1172
ENST00000554075.2,187,117,140,86,363,425
ENST00000618786.1,869204,1133727,378557,1415755,615434,1327968
ENST00000539688.1,55,66,27,49,19,10
ENST00000318317.8,73,67,29,5,43,25
ENST00000554869.5,8,5,5,10,84,15
ENST00000298288.11,577,460,243,51,279,399
ENST00000540712.1,7,9,3,12,1,33
MSTRG.11621.5,597,596,0,136,0,0
MSTRG.11621.6,197,213,61,192,0,126
MSTRG.11621.7,188,92,49,18,0,251
ENST00000555758.1,11,3,5,8,50,7
ENST00000614802.1,7,4,7,5,7,14
ENST00000298289.7,2578,1646,551,1166,801,1477
ENST00000305386.4,2269,1894,1008,1687,1107,1610
MSTRG.11623.1,626,546,548,767,436,665
MSTRG.11623.2,138,0,0,0,0,0
ENST00000298292.13,1218,864,31,380,300,530
ENST00000406043.3,415,531,119,265,149,381
MSTRG.11623.5,137,73,101,62,133,134
ENST00000556657.1,19,13,5,7,7,26
ENST00000216367.10,638,682,193,29,174,361
ENST00000556937.5,12,0,0,0,0,0
ENST00000554671.5,9,7,8,1,3,16
ENST00000555724.5,4,5,7,5,3,5
ENST00000539565.6,89,67,0,0,0,85
