gene_id,SRR35049344,SRR35049350,SRR35049353,SRR35049354,SRR35049360,SRR35049363
ENSG00000277966,0,0,0,0,0,0
ENSG00000299510,0,0,0,0,0,0
ENSG00000278592,0,0,0,0,0,0
ENSG00000278020,0,0,0,0,0,0
ENSG00000106031|HOXA13,0,0,0,0,0,0
ENSG00000243766|HOTTIP,0,0,0,0,0,0
ENSG00000276609,0,0,0,0,0,0
ENSG00000278708,0,0,0,0,0,0
ENSG00000277469,0,0,0,0,0,0
ENSG00000306079,0,0,0,0,0,0
ENSG00000277553,0,0,0,0,0,0
ENSG00000286323,0,0,0,0,0,0
ENSG00000308571,0,0,0,0,0,0
ENSG00000299743,0,0,0,0,0,0
ENSG00000299766,0,0,0,0,0,0
ENSG00000253308,0,9,0,0,0,0
ENSG00000213783|RPL35P4,0,0,0,0,0,0
ENSG00000236569|HNRNPA1P73,0,0,0,0,0,0
ENSG00000224322,0,0,1,0,4,0
ENSG00000301703,0,0,0,0,0,0
ENSG00000279655,0,0,0,0,0,0
ENSG00000279429,0,0,0,0,0,0
ENSG00000299110,0,0,0,0,0,0
ENSG00000295557,0,0,0,0,0,0
ENSG00000213781|PSMC1P2,0,0,0,1,0,0
ENSG00000293811,0,0,0,0,0,0
ENSG00000235574,0,2,0,0,2,0
ENSG00000309361,0,0,0,0,0,0
ENSG00000174495|PPIAP80,0,0,0,0,0,0
MSTRG.39271,0,30,44,0,20,162
ENSG00000232887,0,0,0,0,0,0
ENSG00000299107,0,0,0,0,0,0
ENSG00000271027,0,0,0,0,0,0
ENSG00000294951,0,0,0,0,0,0
ENSG00000164600|NEUROD6,0,0,0,0,0,0
ENSG00000303464,0,0,0,0,0,0
ENSG00000231418,0,0,0,0,0,0
ENSG00000224573|RPL7AP78,0,0,0,0,0,0
ENSG00000306001,0,0,0,0,0,0
ENSG00000251802,0,0,0,0,0,0
ENSG00000226063,0,0,0,0,0,0
ENSG00000287651,0,0,0,0,0,0
ENSG00000286526,0,0,0,0,0,0
ENSG00000300085,0,0,0,0,0,0
ENSG00000301991,0,0,0,0,0,0
ENSG00000235464,0,0,0,0,0,0
ENSG00000304779,0,0,0,0,0,0
ENSG00000287893,0,0,0,0,0,0
ENSG00000232930,0,5,0,0,0,0
ENSG00000285573,0,0,0,0,0,0
ENSG00000306408,0,2,0,0,0,0
ENSG00000205745,0,0,0,0,0,0
ENSG00000261184,0,0,0,0,3,0
ENSG00000305845,0,1,0,0,0,0
ENSG00000228815|MARK2P13,0,0,0,0,0,0
ENSG00000271117,0,0,0,0,0,0
ENSG00000234457,0,0,0,0,0,0
ENSG00000260070,0,4,0,0,0,0
ENSG00000237400,0,0,0,0,0,0
ENSG00000272984,0,0,0,0,0,0
ENSG00000290087,0,0,0,0,0,0
ENSG00000235728,0,0,0,0,0,0
ENSG00000300843,0,0,0,0,0,0
ENSG00000303163,0,0,0,0,0,0
ENSG00000227191|TRGC2,0,0,0,0,0,0
ENSG00000211687|TRGJ2,0,0,0,0,0,0
ENSG00000211688|TRGJP2,0,0,0,0,0,0
ENSG00000211689|TRGC1,0,0,4,0,0,16
ENSG00000289746|TARP,0,0,0,0,0,0
ENSG00000211690|TRGJ1,0,0,0,0,0,0
ENSG00000211691|TRGJP,0,0,0,0,0,0
ENSG00000211692|TRGJP1,0,0,2,0,0,4
ENSG00000211693|TRGV11,0,0,0,0,0,0
ENSG00000231202|TRGVB,0,0,0,0,0,0
ENSG00000289366,0,0,0,0,0,0
ENSG00000211694|TRGV10,0,0,0,0,0,0
ENSG00000290084,0,0,0,0,0,0
ENSG00000231916,0,1,0,0,0,0
ENSG00000303710,0,0,0,1,0,0
ENSG00000211695|TRGV9,0,0,0,8,0,0
ENSG00000225992|TRGVA,0,0,0,0,0,0
ENSG00000272908,0,3,0,0,2,2
ENSG00000211696|TRGV8,0,0,0,0,0,0
MSTRG.39417|TRG-AS1,0,193,56,1,65,63
MSTRG.39417,0,495,41,2,147,96
MSTRG.39418|TRGV7,0,4,4,0,0,7
MSTRG.39419|TRGV6,0,5,0,0,0,2
MSTRG.39420|TRGV5P,0,5,1,0,2,3
MSTRG.39421|TRGV5,0,19,7,0,8,9
MSTRG.39422|TRGV4,0,16,0,0,10,3
MSTRG.39423|TRGV3,0,5,0,2,3,8
MSTRG.39424|TRGV2,0,22,2,0,7,2
MSTRG.39425|TRGV1,0,14,1,0,0,1
ENSG00000164556|CFAP144P1,0,0,0,0,0,0
ENSG00000242855|RN7SL496P,0,0,0,0,0,0
ENSG00000301934,0,0,0,0,0,0
ENSG00000305895,0,0,0,0,0,0
ENSG00000306698,0,0,0,0,0,0
MSTRG.39461,0,0,1,0,2,14
ENSG00000309316,0,0,0,0,0,0
ENSG00000309289,0,0,0,0,0,0
ENSG00000309330,0,0,0,0,0,0
ENSG00000309687,0,0,0,0,0,0
ENSG00000298200,0,0,0,0,0,0
ENSG00000294440,0,0,0,0,0,0
ENSG00000308043,0,0,0,0,0,0
ENSG00000298023,0,0,0,0,0,0
ENSG00000238284|LINC01448,0,0,0,0,0,0
MSTRG.39471,0,0,0,0,0,0
MSTRG.39472,0,0,0,0,0,0
MSTRG.39473,0,31,99,0,18,305
ENSG00000301607,0,0,0,0,0,0
ENSG00000252848|RNA5SP230,0,2,0,0,0,0
ENSG00000200456|RNU6-1097P,0,0,0,0,0,0
ENSG00000225443|RPL36AP27,0,0,0,0,0,0
ENSG00000297379,0,0,0,0,0,0
ENSG00000228596,0,0,0,0,0,0
ENSG00000230160,0,0,0,0,0,0
ENSG00000296596,0,0,0,0,0,0
ENSG00000122679|RAMP3,0,0,0,0,0,0
ENSG00000289251,0,0,0,0,0,0
ENSG00000305497,0,0,0,0,0,0
ENSG00000303084,0,0,0,0,0,0
ENSG00000303071,0,0,0,0,0,0
ENSG00000286738,0,0,0,0,0,0
ENSG00000275295,0,0,0,0,0,0
ENSG00000234359|ELK1P1,0,0,0,0,0,0
ENSG00000297320,0,0,0,0,0,0
ENSG00000225537,0,0,0,0,0,0
ENSG00000226999,0,0,0,0,0,0
ENSG00000202350|RNU6-326P,0,0,0,0,0,0
ENSG00000301608,0,0,0,0,0,0
ENSG00000283247|CCDC201,0,0,0,0,0,0
ENSG00000308377,0,0,0,0,0,0
ENSG00000224547|ZNF619P1,0,0,0,0,0,0
ENSG00000297745,0,0,0,0,0,0
ENSG00000229459,0,0,0,0,0,0
ENSG00000237760,0,0,0,0,0,0
ENSG00000302761,0,0,0,0,0,0
ENSG00000230680,0,0,0,0,0,0
ENSG00000301892,0,0,0,0,0,0
ENSG00000297371,0,0,0,0,0,0
ENSG00000224519|HMGN1P19,0,0,0,0,0,0
ENSG00000233539,0,0,0,0,0,0
ENSG00000293095,0,0,0,0,0,0
ENSG00000242948|EPS15P1,0,0,0,0,0,0
ENSG00000308757,0,0,0,0,0,0
ENSG00000232072,0,0,0,0,0,0
ENSG00000223829,0,0,0,0,0,0
ENSG00000229192,0,0,0,0,0,0
ENSG00000242552|MRPL42P4,0,0,0,0,0,0
ENSG00000296553,0,0,0,0,0,0
ENSG00000214754|SRSF8CP,0,0,0,0,0,0
ENSG00000296537,0,0,0,0,0,0
ENSG00000304391,0,0,0,0,0,0
ENSG00000304407,0,0,0,0,0,0
ENSG00000306651,0,0,0,0,0,0
ENSG00000294983,0,0,0,0,0,0
ENSG00000299836,0,0,0,0,0,0
ENSG00000299853,0,0,0,0,0,0
ENSG00000221845|LINC02902,0,0,0,0,0,0
ENSG00000294821,0,0,0,0,0,0
ENSG00000164744|SUN3,0,0,0,10,0,0
MSTRG.39570,0,0,0,6,0,0
ENSG00000298868,0,0,0,0,0,0
ENSG00000298673,0,0,0,0,0,0
ENSG00000310317,0,0,0,0,0,0
ENSG00000234686,0,0,0,0,0,0
ENSG00000270763|DDX43P2,0,0,0,0,0,0
MSTRG.39573,0,3,11,2,5,35
ENSG00000286995,0,0,0,0,0,0
ENSG00000303818,0,0,0,0,0,0
ENSG00000279104,0,0,0,0,0,0
ENSG00000301758,0,0,0,0,0,0
ENSG00000231681,0,0,0,0,0,0
ENSG00000296023,0,0,0,0,0,0
ENSG00000235620,0,0,0,0,0,0
ENSG00000298723,0,0,0,0,0,0
ENSG00000236046,0,0,0,0,0,0
ENSG00000228085,0,0,0,0,0,0
ENSG00000288798,0,2,6,0,1,20
ENSG00000285741,0,0,0,0,0,0
ENSG00000300234,0,0,0,0,0,0
ENSG00000229478|ROBO2P1,0,0,0,2,0,0
ENSG00000300256,0,0,0,0,0,0
ENSG00000300276,0,0,0,0,0,0
ENSG00000242650|RN7SL292P,0,0,0,0,0,0
ENSG00000286987,0,0,0,0,0,0
ENSG00000308305,0,0,0,0,0,0
ENSG00000233960,0,0,0,0,0,0
ENSG00000253028,0,0,0,0,0,0
ENSG00000301993,0,0,0,0,0,0
MSTRG.39597,0,18,0,0,0,0
ENSG00000309876,0,0,0,0,0,0
ENSG00000305956,0,0,0,0,0,0
ENSG00000234304|SGO1P2,0,0,0,0,0,0
ENSG00000300055,0,0,0,0,0,0
ENSG00000223970|RRBP1P1,0,0,0,0,0,0
ENSG00000221900|POM121L12,0,0,0,0,0,0
ENSG00000306470,0,0,0,0,0,0
ENSG00000271194|RNF138P2,0,0,0,0,0,0
ENSG00000199629|RNU1-14P,0,0,0,0,0,0
ENSG00000299356,0,0,0,0,0,0
ENSG00000295027,0,0,0,0,0,0
ENSG00000222154|RN7SKP218,0,0,0,0,0,0
ENSG00000234105,0,0,0,0,0,0
ENSG00000228627,0,0,0,0,0,0
ENSG00000205628|LINC01446,0,0,0,0,0,0
ENSG00000222355|RNU2-29P,0,0,0,0,0,0
ENSG00000271306|RAC1P9,0,0,0,0,0,0
ENSG00000232418,0,0,0,1,0,0
ENSG00000307573,0,0,0,0,0,0
ENSG00000238131|LINC02854,0,0,0,0,0,0
ENSG00000287953,0,0,0,0,0,0
ENSG00000280920,0,0,0,0,0,0
ENSG00000297266,0,0,0,0,0,0
ENSG00000231427|LINC01445,0,1,1,0,0,0
ENSG00000299764,0,0,0,0,0,0
ENSG00000213673|SLC25A5P3,0,0,0,1,0,1
ENSG00000228735,0,0,0,0,0,0
ENSG00000200471|RNU6-1125P,0,0,0,0,0,0
ENSG00000295752,0,0,0,0,0,0
ENSG00000298168,0,0,0,0,0,0
ENSG00000232612|RPL31P35,0,0,0,0,0,0
ENSG00000288525,0,0,0,0,0,0
ENSG00000230564|CALM1P2,0,0,0,0,0,0
ENSG00000230936,0,0,0,0,0,0
ENSG00000223475|VOPP1-DT,0,0,0,0,0,0
ENSG00000233977,0,0,0,0,0,0
ENSG00000231394,0,0,0,0,0,0
ENSG00000275853|Metazoa_SRP,0,0,0,0,0,0
ENSG00000275875,0,0,1,0,0,0
ENSG00000206729|RNU6-1126P,0,0,0,0,0,0
ENSG00000154997|SEPTIN14,0,3,0,0,0,0
ENSG00000235738,0,0,0,0,0,0
ENSG00000225270|CICP12,0,0,0,0,0,0
ENSG00000229762,0,0,0,0,0,0
ENSG00000185290|NUPR2,0,0,0,0,0,0
ENSG00000302341,0,0,0,0,0,0
ENSG00000203462,0,0,0,0,0,0
ENSG00000202296|RNU6-1335P,0,0,0,0,0,0
ENSG00000231299|SEPTIN14P24,0,0,1,0,0,0
ENSG00000224370,0,0,1,0,0,0
ENSG00000223330|RNU6-1052P,0,0,0,0,0,0
ENSG00000232944,0,0,0,0,0,0
ENSG00000291184,0,0,0,0,0,0
ENSG00000237268,0,0,0,0,0,0
ENSG00000278205,0,0,0,0,0,0
ENSG00000225488,0,0,0,0,0,0
ENSG00000290193,0,0,0,0,0,0
ENSG00000226485|RBM22P3,0,0,0,0,0,0
ENSG00000261275,0,0,0,0,0,0
ENSG00000231504|NMD3P2,0,1,0,0,0,0
ENSG00000223740,0,0,0,0,0,0
ENSG00000298436,0,0,0,0,0,0
ENSG00000233288,0,0,0,0,0,0
ENSG00000298399,0,0,0,0,0,0
ENSG00000224947|VN1R25P,0,0,0,0,0,0
ENSG00000277174,0,0,0,0,0,0
ENSG00000282879,0,2,0,1,1,0
ENSG00000264426|MIR4283-1,0,0,0,0,0,0
ENSG00000298985,0,0,0,0,0,0
ENSG00000214668|SLC29A4P1,0,0,0,0,0,0
ENSG00000229508|PHKG1P4,0,0,0,0,0,0
ENSG00000275061|SEPTIN7P15,0,0,0,0,0,0
ENSG00000185177|ZNF479,0,0,0,0,0,0
ENSG00000296007,0,0,0,0,0,0
ENSG00000283431,0,0,0,0,0,0
ENSG00000284474,0,0,0,0,0,0
ENSG00000283547|MTATP6P8,0,0,0,0,0,0
ENSG00000231537|MTCO3P10,0,0,0,0,0,0
ENSG00000283230,0,0,0,0,0,0
ENSG00000283481|MTND4LP32,0,0,0,0,0,0
ENSG00000225295|MTND4P4,0,0,0,0,0,0
ENSG00000228440|MTND5P6,0,0,0,0,0,0
ENSG00000283311|MTND6P29,0,0,0,0,0,0
ENSG00000224880|MTCYBP29,0,0,0,0,0,0
ENSG00000224723|GUSBP10,0,0,0,0,0,0
ENSG00000230764|MTND1P4,0,0,0,0,0,0
ENSG00000237309|MTND2P6,0,0,0,0,0,0
ENSG00000236692|MTCO1P10,0,0,0,0,0,0
ENSG00000284291|MTCO2P10,0,0,0,0,0,0
ENSG00000284098,0,0,0,0,0,0
ENSG00000283626|MTATP6P10,0,0,0,0,0,0
ENSG00000228851|MTCO3P4,0,0,0,0,0,0
ENSG00000284558,0,0,0,0,0,0
ENSG00000284221,0,0,0,0,0,0
ENSG00000227584|MTND4P5,0,0,0,0,0,0
ENSG00000230531|MTND5P7,0,0,0,0,0,0
ENSG00000284572,0,0,0,0,0,0
ENSG00000234671|MTCYBP5,0,0,0,0,0,0
ENSG00000169325|GUSBP12,0,0,0,0,0,0
ENSG00000234089,0,0,0,0,0,0
ENSG00000238431|RNU7-157P,0,0,0,0,0,0
ENSG00000302469,0,0,0,0,0,0
ENSG00000287517,0,0,0,0,0,0
ENSG00000274299,0,0,0,0,0,0
ENSG00000307257,0,0,0,0,0,0
ENSG00000280225,0,0,0,0,0,2
ENSG00000300931,0,0,0,0,0,0
ENSG00000260653|MIR3147HG,0,0,0,0,0,0
ENSG00000266168|MIR3147,0,0,0,0,0,0
ENSG00000227182|VN1R28P,0,0,0,0,0,0
ENSG00000235368|SAPCD2P2,0,0,1,0,0,0
ENSG00000182111|ZNF716,0,0,0,0,0,0
ENSG00000270957,0,0,0,0,0,0
ENSG00000298016,0,1,0,0,0,0
ENSG00000299721,0,0,0,0,0,0
ENSG00000233601|NCOR1P3,0,0,0,0,0,0
ENSG00000293071,0,0,0,0,0,0
ENSG00000243981,0,0,0,0,0,0
ENSG00000270749,0,0,0,0,0,0
ENSG00000229627|BSNDP4,0,0,0,0,0,0
ENSG00000230796,0,0,0,0,0,0
ENSG00000237639,0,0,0,0,0,0
ENSG00000233962,0,0,0,0,0,0
ENSG00000236261,0,0,0,0,0,0
ENSG00000234085,0,0,0,0,0,0
ENSG00000294747,0,0,0,0,0,0
ENSG00000227015,0,0,0,0,0,0
ENSG00000232161,0,0,0,0,0,0
ENSG00000230271,0,0,0,0,0,0
ENSG00000250923,0,0,0,0,0,0
ENSG00000224484,0,0,0,0,0,0
ENSG00000236907,0,0,0,0,0,0
ENSG00000250618,0,0,0,0,0,0
ENSG00000224653,0,0,0,0,0,0
ENSG00000223836,0,0,0,0,0,0
ENSG00000237236,0,0,0,0,0,0
ENSG00000231232,0,0,0,0,0,0
ENSG00000231484,0,0,0,0,0,0
ENSG00000271696,0,0,0,0,0,0
ENSG00000294307,0,0,0,0,0,0
ENSG00000233918,0,0,0,0,0,0
ENSG00000227148,0,0,0,0,0,0
ENSG00000207443|RNU6-417P,0,0,0,0,0,0
ENSG00000233454,0,0,0,0,0,0
ENSG00000233782|ZNF90P3,0,0,0,0,0,0
ENSG00000234312|SAPCD2P4,0,1,0,0,0,0
ENSG00000231523|SEPTIN14P1,0,0,0,0,0,0
ENSG00000199231,0,0,0,0,0,0
ENSG00000306021,0,0,0,0,0,0
ENSG00000237572,0,0,0,0,0,0
ENSG00000244550,0,0,0,0,0,0
ENSG00000226075|PHKG1P1,0,0,0,0,0,0
ENSG00000240651|SEPTIN7P4,0,0,0,0,0,0
ENSG00000236638,0,0,0,0,0,0
ENSG00000185037|ZNF733P,0,0,0,0,0,0
ENSG00000290558,0,0,0,0,0,0
ENSG00000226587,0,0,0,0,0,0
ENSG00000227298|ARAFP3,0,0,0,0,0,0
ENSG00000232165,0,0,0,0,0,0
ENSG00000230000,0,0,0,0,0,0
ENSG00000227545,0,0,0,0,0,0
ENSG00000309918,0,0,0,0,0,0
ENSG00000229301|LINC03075,0,0,0,0,0,0
ENSG00000227923,0,0,0,0,0,0
ENSG00000232817,0,0,0,0,0,0
ENSG00000236284|VN1R31P,0,0,0,0,0,0
ENSG00000230361|VN1R32P,0,0,0,0,0,0
ENSG00000234387,0,0,0,0,0,0
ENSG00000223889,0,0,0,0,0,0
ENSG00000268181,0,0,0,0,0,0
ENSG00000234467|SLC25A1P2,0,0,0,0,0,0
ENSG00000227426|VN1R33P,0,0,0,0,0,0
ENSG00000224368|ARAFP2,0,0,0,0,0,0
ENSG00000297390,0,0,0,0,0,0
ENSG00000197990|ZNF734P,0,0,0,0,0,0
ENSG00000230132,0,0,0,0,0,0
ENSG00000164740|SEPTIN7P5,0,0,0,0,0,0
ENSG00000228645|PHKG1P2,0,0,0,0,0,0
ENSG00000214660|SLC29A4P2,0,0,0,0,0,0
ENSG00000265214|MIR4283-2,0,0,0,0,0,0
ENSG00000227397,0,0,0,0,0,0
ENSG00000307247,0,0,0,0,0,0
ENSG00000236574,0,0,0,0,0,0
ENSG00000225451,0,0,0,0,0,0
ENSG00000235227|VN1R38P,0,0,0,0,0,0
ENSG00000213644|SAPCD2P1,0,1,0,0,0,1
ENSG00000223614|ZNF735,0,0,0,0,0,0
ENSG00000296936,0,0,0,0,0,0
ENSG00000197123|ZNF679,0,0,0,0,0,0
ENSG00000307132,0,0,0,0,0,0
ENSG00000223845|VN1R40P,0,0,0,0,0,0
ENSG00000308859,0,0,0,0,0,0
ENSG00000308846,0,0,0,0,0,0
ENSG00000228014|ZNF680P1,0,0,0,0,0,0
ENSG00000228653|HNRNPCP7,0,1,1,0,0,0
ENSG00000173041|ZNF680,0,0,0,0,0,0
ENSG00000223974|BNIP3P42,0,0,0,0,0,0
ENSG00000287317,0,0,0,0,0,0
ENSG00000224172,0,0,0,0,0,1
ENSG00000277206,0,0,0,0,0,0
ENSG00000182722|SEPHS1P1,0,3,7,0,0,5
ENSG00000213640|EEF1DP4,0,0,0,0,0,0
ENSG00000201165|RNU6-1229P,0,0,0,0,0,0
ENSG00000305734,0,0,0,0,0,0
ENSG00000238124,0,0,0,0,0,0
ENSG00000304603,0,1,0,3,0,0
ENSG00000230386,0,0,0,0,0,0
ENSG00000200670|RNU6-912P,0,0,0,0,0,1
ENSG00000201560|RNU6-973P,0,0,0,0,0,0
ENSG00000205596,0,0,0,0,0,0
MSTRG.39707|Metazoa_SRP,0,3,0,1,0,2
ENSG00000275878|RN7SL43P,0,0,0,1,0,0
ENSG00000307707,0,0,0,0,0,0
ENSG00000226392|MTATP6P21,0,0,0,0,0,0
ENSG00000237466|MTCO3P41,0,0,0,0,0,0
ENSG00000233423,0,0,0,0,0,0
MSTRG.39722,0,8,18,0,0,36
ENSG00000223948,0,0,0,0,0,0
ENSG00000295002,0,0,0,0,0,0
ENSG00000225209,0,0,0,0,0,0
ENSG00000236531,0,0,0,0,0,0
ENSG00000232975|MTCO1P57,0,0,0,0,0,0
ENSG00000226829,0,0,0,0,0,0
ENSG00000237754,0,0,0,0,0,0
ENSG00000225959|MTND4P3,0,0,0,0,0,0
ENSG00000302778,0,0,0,0,0,0
ENSG00000302424,0,0,0,0,0,0
ENSG00000228429,0,0,0,0,0,0
ENSG00000222428|RNA5SP231,0,0,0,0,0,0
ENSG00000306897,0,0,0,0,0,0
ENSG00000233689,0,0,0,0,0,0
ENSG00000200189|RNU6-832P,0,0,0,0,0,0
ENSG00000225718,0,0,0,0,0,0
ENSG00000230654|MTCO2P25,0,0,0,0,0,0
ENSG00000229031|MTCO1P25,0,0,0,0,0,0
ENSG00000252423|RNU6-229P,0,0,0,0,0,0
MSTRG.39723,0,0,26,0,2,9
ENSG00000200857|Y_RNA,0,0,0,0,0,0
ENSG00000236978,0,0,0,0,0,6
MSTRG.39727,0,0,8,0,0,19
ENSG00000302255,0,0,0,0,0,0
ENSG00000302239,0,0,0,0,0,0
MSTRG.39785,0,3,0,0,19,0
ENSG00000299575,0,0,0,0,0,0
ENSG00000175877|TMEM270,0,0,0,0,0,0
ENSG00000261467,0,0,0,1,0,0
ENSG00000295940,0,0,0,0,0,0
ENSG00000299709,0,0,4,4,0,2
ENSG00000213548|PPIAP81,0,0,0,0,0,4
ENSG00000302202,0,0,0,0,0,0
ENSG00000237620|GCNT1P5,0,0,0,0,0,0
ENSG00000287519,0,0,0,0,0,0
ENSG00000232756|DDX3ILA1,0,5,0,0,0,4
ENSG00000298683,0,0,0,0,0,0
ENSG00000226285|NUP35P2,0,0,0,0,0,0
ENSG00000294056,0,0,0,0,0,0
ENSG00000303072,0,0,0,0,0,0
ENSG00000302417,0,0,0,0,0,0
ENSG00000297743,0,0,0,0,0,0
ENSG00000279326,0,0,0,0,0,0
ENSG00000304555,0,0,0,0,0,0
ENSG00000289996,0,0,0,0,0,0
ENSG00000237896,0,0,0,0,0,0
ENSG00000293958,0,0,0,0,0,0
ENSG00000226671,0,0,0,0,0,0
ENSG00000223514,0,0,0,0,0,0
ENSG00000305551,0,0,0,0,0,0
ENSG00000224134,0,0,0,0,0,0
ENSG00000232968|EIF4EP4,0,0,0,0,0,0
ENSG00000213530|MTHFD2P5,0,0,2,0,2,0
MSTRG.39932,0,0,0,0,0,0
MSTRG.39933,0,20,0,1,1,0
MSTRG.39934,0,0,0,4,0,0
ENSG00000298896,0,0,0,0,0,0
ENSG00000308903,0,0,0,0,0,0
ENSG00000235503,0,0,0,0,0,0
ENSG00000230244|RAD23BP2,0,0,0,0,0,0
ENSG00000301806,0,0,0,0,0,0
ENSG00000235139|LINC03017,0,0,0,0,0,0
ENSG00000227982|RPL7P30,0,0,0,0,0,0
ENSG00000301054,0,0,0,0,0,0
ENSG00000301098,0,0,0,0,0,0
ENSG00000304563,0,0,0,0,0,0
ENSG00000235243,0,0,0,0,0,0
ENSG00000232605|HMGN2P11,0,0,0,0,0,0
ENSG00000230614|DYNLL1P7,0,1,0,0,0,0
ENSG00000298738,0,0,0,0,0,0
ENSG00000236610|SOCS5P1,0,0,0,0,0,0
ENSG00000299752,0,0,0,0,0,0
ENSG00000233420,0,0,2,0,0,0
ENSG00000225701|EIF4A1P13,0,0,0,0,0,0
ENSG00000207094,0,0,0,0,0,0
ENSG00000270812,0,0,0,0,0,0
ENSG00000235639,0,0,0,0,0,0
ENSG00000228928|KPNA2P2,0,0,1,0,0,4
ENSG00000231763|SLC66A2P1,0,0,0,0,0,0
ENSG00000237709|EEF1A1P28,0,0,0,1,0,2
ENSG00000227979|COX6A1P7,0,0,0,0,0,0
ENSG00000298705,0,0,0,0,0,0
ENSG00000298724,0,0,0,0,0,0
ENSG00000182348|ZNF804B,0,0,0,0,0,0
ENSG00000164645|TEX47,0,0,0,0,0,0
ENSG00000227863,0,0,0,0,0,0
ENSG00000239075|RNU6-274P,0,0,0,0,0,0
ENSG00000266794|RN7SL7P,0,0,0,0,0,0
ENSG00000239030|RNU6-956P,0,0,0,1,0,0
ENSG00000214342|ATP5PBP2,0,0,0,0,0,0
ENSG00000230682|GRPEL2P3,0,0,0,0,0,2
MSTRG.40046|RN7SKP129,0,1,13,0,0,14
ENSG00000219807|ARF1P1,0,0,0,0,0,0
ENSG00000300594,0,0,0,0,0,0
ENSG00000237160,0,0,0,0,0,0
ENSG00000228751,0,0,0,0,0,0
ENSG00000279525,0,0,4,0,0,0
ENSG00000306537,0,0,0,0,0,0
ENSG00000302505,0,0,0,0,0,0
ENSG00000302522,0,1,0,0,0,0
ENSG00000207045|RNU6-532P,0,0,0,0,1,0
ENSG00000207115|RNU6-364P,0,0,0,0,0,0
ENSG00000300124,0,0,0,0,0,0
ENSG00000300102,0,0,0,0,0,0
ENSG00000252872|RNU7-188P,0,0,0,0,0,0
ENSG00000301092,0,0,0,0,0,0
ENSG00000227284|MARK2P10,0,0,0,0,0,0
ENSG00000244318|RN7SL252P,0,0,0,0,0,0
ENSG00000231764|DLX6-AS1,0,28,0,181,4,0
ENSG00000274409,0,0,0,0,0,0
ENSG00000277124,0,0,0,0,0,0
ENSG00000309522,0,0,0,0,0,0
ENSG00000006377|DLX6,0,11,0,34,0,0
ENSG00000274709,0,0,0,0,0,0
MSTRG.40068,0,24,0,0,0,0
MSTRG.40069|DLX5,0,93,0,71,0,0
MSTRG.40070,0,0,0,0,0,0
MSTRG.40071,0,0,0,0,0,0
ENSG00000224475|RPL7AP40,0,0,0,0,0,0
ENSG00000305877,0,0,0,0,0,0
ENSG00000226046|AP1S2P1,0,0,0,0,0,0
ENSG00000305896,0,0,0,0,0,0
ENSG00000199475|RN7SKP104,0,0,0,0,0,0
ENSG00000135175|OCM2,0,0,0,0,0,0
ENSG00000277946|RN7SL478P,0,0,0,0,0,0
ENSG00000309622,0,0,0,0,0,0
ENSG00000308570,0,0,0,0,0,0
ENSG00000213455|PPIAP82,0,0,0,0,0,0
ENSG00000304162,0,0,0,0,0,0
ENSG00000304141,0,0,0,0,0,0
ENSG00000223402,0,0,0,0,0,2
ENSG00000300697,0,0,0,0,0,0
ENSG00000309715,0,0,0,0,0,0
ENSG00000303557,0,0,0,0,0,0
ENSG00000207204|RNU6-393P,0,0,0,0,0,0
ENSG00000160868|CYP3A4,0,0,0,6,9,0
ENSG00000273407|CYP3A4-AS1,0,1,0,0,1,0
ENSG00000261511|CYP3A137P,0,0,0,0,0,0
ENSG00000260445,0,0,0,0,0,0
ENSG00000260524|CYP3A52P,0,0,0,0,0,0
MSTRG.40121|OR2AE1,0,0,0,0,0,0
MSTRG.40121|TRIM4,0,11,0,0,25,0
MSTRG.40122,0,3,10,0,0,20
MSTRG.40123|GJC3,0,4,0,0,12,22
MSTRG.40124|Y_RNA,0,0,0,0,0,0
ENSG00000222966,0,0,0,0,0,0
ENSG00000160862|AZGP1,0,0,0,0,0,4
ENSG00000286921,0,0,0,0,0,0
ENSG00000225807,0,0,0,0,0,0
ENSG00000242101|RN7SL416P,0,0,0,0,0,0
ENSG00000301216,0,0,0,0,0,0
ENSG00000301229,0,0,0,0,0,0
ENSG00000130427|EPO,0,0,0,0,8,8
MSTRG.40179|RN7SL549P,0,20,0,0,3,0
MSTRG.40180,0,152,7,0,25,32
MSTRG.40181|RPS29P15,0,7,3,0,0,1
ENSG00000308431,0,6,7,0,4,5
ENSG00000106384|MOGAT3,0,0,0,27,0,0
ENSG00000233123|LINC01007,0,0,0,0,0,0
ENSG00000302449,0,0,0,0,0,0
ENSG00000302463,0,0,0,0,0,0
ENSG00000106436|MYL10,0,0,0,0,0,0
ENSG00000296796,0,0,0,0,0,0
ENSG00000310396,0,0,0,0,0,0
ENSG00000297018,0,0,0,0,0,0
ENSG00000200552|Y_RNA,0,0,0,0,0,0
ENSG00000301094,0,0,0,0,0,0
ENSG00000201796|RNU6-392P,0,0,0,0,0,0
ENSG00000308956,0,0,0,0,0,0
ENSG00000243438|LARP1BP2,0,0,0,0,0,0
ENSG00000298917,0,0,0,0,0,0
ENSG00000306381,0,0,0,0,0,0
ENSG00000225935|BANF1P5,0,0,0,0,0,0
ENSG00000229626|PIGCP2,0,0,0,0,0,0
ENSG00000306740,0,0,0,0,0,0
ENSG00000270425,0,0,0,0,0,0
